userName,score,at,content
Amalia Firgusevtia Lishard,5,2020-06-27 11:04:01,"Awalnya tau aplikasi ini karena bosan dirumah aja, eh ternyata gak nyesel sama sekali buat download aplikasi ini karena dia beneran bayar kita setelah kita ngisi survei yang udah disediakan. Selain itu gak usah khawatir gak dapet survei karena setiap minggunya ada survei mingguan yang bisa kita dapatkan setelah mengisi polling setiap harinya. Semangat terus Populix, semoga makin membawa banyak manfaat. Populix: Amalia Firgusevtia Lishard"
Risaf Safina,5,2020-06-27 03:22:28,"Awal tau aplikasi ini dari vidio orang2 yg ngeriview di youtube. Penasaran terus download begitu tau tata kerjanya mudah dan menarik. Saya langsung menggunakan aplikasi ini. Ternyata bener, baru download udah dapat 7.500, dan saya semakin penasaran untuk mendapatkan studi-studi lainnya. Yes, sekarang udah ada poling tiap hari dan mendapatkan studi dengan hadiah uang rupiah, dan saya semakin semangat untuk mengisinya tiap hari. Yuk download aplikasi worthid ini. Wajib ya guys. Ig: risaff_23"
Avie Raef,5,2020-06-26 16:28:53,"Top top top markotop! Populix emang beda! Mulai dari tampilan yang enak diliat ga ribet, imbalan langsung berupa rupiah! Ga perlu pake koin-koin segala, polling yang bisa langsung dilihat hasilnya, penarikan ga dibatasin. Suka banget sama aplikasi ini! Semoga tetap konsisten ya jangan coid kek aplikasi lain hehe. Bintang ⭐⭐⭐⭐⭐ buat populix🤩"
Reis Weed,5,2020-06-26 14:51:11,"Saya menggunakan Populix sudah sejak awal Februari. Populix, salah satu penyedia survei online yang menurut saya lebih ""real"" karena memberi imbalan survei langsung dalam bentuk nominal uang, cocok aja sih kalau buat saya, selain itu tampilan dari aplikasi ini lumayan sederhana tapi tetap menarik, jarang error juga kalau dibanding platform lain, The Best lah Sukses selalu buat Populix! , Teruslah menyediakan studi2 berkualitas!"
Egistia,5,2020-06-26 13:55:44,"Apk populix mudah dipahami termasuk bahasa nya, tampilannya juga hd, saya jadi rajin study disini, apalagi teori nya tentang sehari-hari, kuisioner yang diisi juga tidak menyulitkan, jadi lebih suka simple belajar di populix"
Trisnanda Christy,5,2020-06-26 08:00:11,"Wah, sekarang populix udah banyak beri fitur yang keren. Meskipun telat ikut study, sekarang udah ada study mingguan dan bisa dapat reward. Dan saldopun semakin bertambah. Semakin ditingkatkan ya fitur populix lebih baik lagi. Nam akun populix: Trisnanda Sihombing, Nama Ig: @trisnandashb"
rusdah mu,5,2020-06-26 06:47:15,"Pertama tau populix dr IG, terus sya coba follow IG'y dan sya download aplikasi'y penasaran, bnr gak sih dgn isi poling survey, poin uang yg didapet bs dicairin? Dan tenyata emang bnr bisa loh, ini aplikasi yg keren sih menurut sya, survey2'y simple gak ribet, cocok buat mengisi wktu luang, itung2 nabung jg hehe, sukses terus buat populix.."
Desi Sianipar,5,2020-06-26 06:28:25,"Mungkin populix adalah salah satu platform survey konsumen terbaik yg pernah saya gunakan. Mulai dari daftar dan Ngisi survey nya gk pake ribet, anti lelet dan yg paling penting buat withdraw ny cepat dan tersedia dlm bntuk penarikan yg saya punya. Apalagi, ada yg baru dr populix setiap minggu ny kita bisa dpt study jdi gk saling cepet2an buat dpt study. caranya rajin ajh ngisi polling... Pokok ny aku kasih bintang 5 krna aplikasiny memang bagus dan sesuai buat aku..."
Muhamad rahman arif,1,2020-06-26 06:19:07,Serius jangan didownload. Saya download uda hampir sebulan ngga dapet survei sama sekali. Wktu itu cuma sekali isi perkenalan uda gaada lagi. Cuma pooling nya aja di banyakin biar gratisan survey nya. Sampah
Meifa Syafni,5,2020-06-26 05:59:06,"Aplikasinya udah bagus.. up to date, tapi kenapa di saya login ulang terus tiap buka apl nya??"
Hesron Dwi Putra,5,2020-06-26 05:57:38,"Awal tau aplikasi ini dari review salah satu channel Youtube, habis itu langsung download meskipun belum tau cara kerjanya. Ternyata cara kerja aplikasi populix gampang banget, apalagi ditambah dengan fitur polling yang harus di isi tiap hari,lumayan untuk mengisi waktu luang."
Aulya Rhoma SekarWijayanti,5,2020-06-26 05:47:36,"Menurutku Aplikasi ini sangat sangat worth it sekali dan sangat keren. Aplikasi ini sangat membantu sekali dalam penghasilan tambahan selama dirumah aja. Aplikasi ini terbukti membayar loh, kalian bisa mengisi survey mingguan dan setelah survei itu terisi kalian akan mendapatkan saldo atau reward. Kalian yang lagi di rumah aja nih wajib download segera aplikasi ini. Ini tidak hoax!!Ingat ya wajib di coba !!! Terimakasih... Nama akun populix : Aulya Rhoma SekarWijayanti, akun IG : @aulya_r354"
Melva Apusunggu,5,2020-06-26 02:15:37,"Aplikasi survey yang bagus Dan bermanfaat. Aplikasi yang beda dari yg lain, Sukses terus populix. 😊😊😊"
SRI RAHAYU,5,2020-06-26 01:52:59,"Awalnya tahu populix itu pas lg dibursa kerja, terus penasaran gtu pas dikasih tahu klo isi survey bs dapet duit. Jadi aku langsung isi pertmnya lewat web Nyatanya beneran pas isi yang pertam kali aku ud dpt 30k dan terus aku langsung download aplikasinya jdi makin seneng isi survey2nya karena beneran dapet reward. Ini aplikasi yang real banget no tipu."
Grasella Iren,5,2020-06-25 19:05:04,"Saya baru pake aplikasi ini sekitar 3-4 hari, tapi sudah dapat Rp 8.500, tergolong banyak untuk aplikasi survey penghasil uang. Selain dapat survey harian, kita juga bisa dapetin survey mingguan dari mengisi polling. Jadi pasti terjamin bakal dapet survey setiap minggu, dan tentunya rupiah bertambah. Pencairan bisa mulai dari 15.000, tidak seperti aplikasi lain yg harus nunggu lama2. Buat tampilan menarik banget, unyu2 gimana gitu hehe. Keren dan mudah dipahami. Nice. Sukses selalu populix!🤩🔥"
Alvin Andreas,5,2020-06-25 19:04:44,"Saya baru pake aplikasi ini sekitar 3-4 hari, tapi sudah dapat Rp 8.500, tergolong banyak untuk aplikasi survey penghasil uang. Selain dapat survey harian, kita juga bisa dapetin survey mingguan dari mengisi polling. Jadi pasti terjamin bakal dapet survey setiap minggu, dan tentunya rupiah bertambah. Pencairan bisa mulai dari 15.000, tidak seperti aplikasi lain yg harus nunggu lama2. Buat tampilan menarik banget, unyu2 gimana gitu hehe. Keren dan mudah dipahami. Nice. Sukses selalu populix!🤩🔥"
safira nuansa,5,2020-06-25 17:22:32,"Ngikutin populix dr masih di web sampe ada aplikasinya😍 Ikutin studinya terus walaupun dulu cepet2an dan kadang gak dapet, tapi sekarang seneng ada studi mingguannya, jd tiap minggu pasti dapet hehe😍 semoga makin banyak studinyaa<3"
Caren Chelsea,5,2020-06-25 17:12:39,"Tampilannya simple elegan sih. Kuisioner yg diisi juga seputar kehidupan sehari"", bahasanya mudah dipahami apalagi ada study mingguan jadi punya target tiap harinya😍"
Hendri Asmana,5,2020-06-25 10:30:52,"Menarik bgt ini Aplikasi nya, worth it.. Lebih mudah untuk mendapakan penghasilan dengan hasil survey. Saya pun speechless ketika survey berhasil lalu uang nya masuk saldo, seperti ga nyangka aja. Mantap! Temen - Temen juga bisa dapat cuma melakukan survey aja.. saya sudah mencoba nya.. Terima kasih populix. Akun Me Populix : Hendri Asmana IG : ha.portrait"
Ita Alemina,5,2020-06-25 09:00:35,Suka populix..Adminnya cukup interaktif dan terbuka dengan masukan . Tapi tambahin lagi donk survey nya...lama bgt withdraw nya
Berkat Manurung,5,2020-06-25 06:44:59,"Aplikasi dan tampilan bagus, tetapi survei agak sedikit kadang satu hari belum tentu dapat, semoga semakin diperbanyak survei nya agar semakin mantap dan proses pencarian sangat cepat, terima kasih."
Maria Sinta,4,2020-06-25 05:12:28,"Penarikan cepat, dana nya langsung masuk ke rekening, kurangnya ya surveinya itu masih jarang sekali, mohon diperbanyak ya kedepannya"
Rama Simo,4,2020-06-25 03:01:04,Survey nya lama..ngisi poling selama satu minggu belum tentu dapat survey..dan kalau dapat murah harganya.
asby timothy,5,2020-06-24 18:33:02,Populix keren.. Membawa berkah.. Reward nya lumayan untuk tambahan saldo.. Mantul lah pokok nya.. Sukses populix.. Banyakin lagi survei nya biar banyak reward nya.. Hehehe
kharisma aisyah,5,2020-06-24 16:18:13,Keren abis!!! Aku berhasil ngumpulin 60k trs aku tarik dana melalui ovo dan ternyata bener bener nyata. Ovo aku jadi tambah saldonya sebesar 50k Thanks Populix tingkatkan terus kwalitasnya. Ini bukan tipuan ya!! Nyata!! Aku sudah membuktikannya!!
Ayu Amerta Eka Chandra,5,2020-06-23 01:56:25,"pertama tau populix dari instagram, trs penasaran karena isi survey bisa dapet reward. akhirnya ku coba download dan buktiin sendiri, ternyata beneran dong ada rewardnya uwuuu 🤩🤩🤩"
Dian_11 P,5,2020-06-23 00:02:36,"Aplikasi yang sangat bagus Selain mendapatkan pundi"" rupiah, aplikasi ya ga ribet jangan lupa download POPULiX Terimaksih"
Arnold lie,3,2020-06-22 16:52:23,Maaf y knapa aq slalu gak pernah dpt studi nya lagi.trus mau buat notifikasi emailnya aktif slalu balek mati lagi otomatis.tolong bantuin donk.pdhl kl studinya banyak pst bagus bgt
Dian susanto,5,2020-06-21 15:14:10,"Pengalaman selama jadi responden Populix sangat menyenangkan,ikut isi survei dapat reward pula lumayan buat cari uang jajan tambahan."
Siti Nur Hasanah,5,2020-06-21 12:34:29,"Aplikasi survey yang paling beda dari yang lain soalnya proses pencairan mudah dan tentunya ga harus ngumpulin poin baru bisa tuker ke saldo. Begitu selesai isi survey dan di approve, maka saldo otomatis masuk ke akun populix dan dapat langsung di cairkan ke rekening. Nah yang paling keren, kalian akan mendapatkan survey tambahan dengan mengisi polling. Yuk download populix di appstore atau playstore kalian 😚"
Eirene Gratia Purba,5,2020-06-21 10:06:52,"Applikasi yang sangat bagus, disarankan sekali utk kalian aplgi kaum milenial yg pengen ngehasilin duit lewat applikasi aja nih. Saya padahal hanya coba' saja namun lama kelamaan saya ketagihan dengan applikasinya. Yuk dicoba dan dapetin hadiahnya!!"
RM Widodo Pribadi,5,2020-06-21 06:52:08,"Pertama kali menggunakan Populix di web. Awalnya ragu mau download aplikasinya, tetapi setelah beberapa saat, ingin coba ternyata setelah mencoba beberapa hari, menghibur juga dan yang penting udah berhasil tarik tunai. Jadi lebih semangat, sukses selalu Populix."
Zuhriyah Khoerotu,5,2020-06-21 03:53:43,"Suka banget aplikasi populix ini, sangat berguna banget bisa buat beli pulsa jadi gratis deeh, studinya mudah dan rewardnya udah dalam rupiah jadi nggak perlu ngumpulin poin looh yang belum download ayo buruan!!! Jangan lupa isi polling setiap hari ya. Terimakasih populix😘"
Harfiyanti Falinda,5,2020-06-21 03:41:33,"seneng banget bisa make app ini karena bisa secara sukarela ngisi polling yang relate sama kehidupan sehari-hari, disamping itu juga sama bisa mengisi waktu klo gabut gabut tinggal klik aja dehh, pengisiannya juga gampang banget gak yang ribet atau gimaanaa pkoknya tiap hari gak lupa buat ngisi polling buat dpet studi eksklusif yeayyyyy🥰🥰"
Heny Tifani,5,2020-06-21 01:54:06,"Sudah bagus, tidak rumit, dan mungkin lebih banyak lagi studinya.. Banyak giveawaynya dan hadiahnya. Yuhuuuu"
okky pribadi,5,2020-06-21 01:23:33,"Aplikasi survei terbaik yg pernah saya temui, mulai dr sistem operasi yg user friendly memudahkan bagi pengguna baru serta reward2 yang semakin menarik, semoga poplix semakin maju dan berkembang..tetap di pertahankan tim popilix."
ROHMAN BUDI CAHYONO,5,2020-06-20 23:53:59,Aplikasi yang sangat bagus untuk mengisi waktu luang dan mendapatkan bayaran. Terima kasih populix dan seluruh tim yang bertugas. Semoga semakin maju.
Sri Rahayu,5,2020-06-20 23:30:44,"Aplikasi yg sangat sy recomen untuk semua orang. Menurut sy ini aplikasi survey terkeren dari semua yg pernah sy download. Disini kalian bs mengisi berbagai macam survey yg bs kalian jawab sesuai dengan kriteria kalian dan tentunya akan menghasilkan reward. Dan sy uda buktin setelah isi survey, langsung mendapatkan reward yg bs kamu kumpulin. Gampang banget dicairin gk butuh waktu berhari2. Selain itu kalian juga bs mendapat berbagai info terkini dan mengikuti giveaway yg diadain ig @populix"
syotian95 barokah05,5,2020-06-20 22:30:59,"Aplikasinya bagus fitur - fiturnya update dari sebelumnya belum ada study mingguan sekarang sudah ada semoga kedepannya lebih baik lagi, studynya tambah terus. Sehingga membuat saya yakin jika populix merupakan aplikasi survey yang berbeda dari yang lain ok"
Rucha Niyah,5,2020-06-20 22:00:55,"Suka banget aplikasi populix ini, sangat berguna banget bisa buat beli pulsa jadi gratis deeh, studinya mudah dan rewardnya udah dalam rupiah jadi nggak perlu ngumpulin poin looh yang belu download ayo buruan!!! Jangan lupa isi polling setiap hari ya. Terimakasih populix😘"
Nalis Nurfaidah,5,2020-06-20 17:54:06,"Saya sudah tarik dana 2 kali dari aplikasi ini, aplikasi yang sangat membantu mengisi waktu luang dan tidak merugikan. Semoga semakin maju untuk populix juga untuk seluruh tim yang terlibat dalam aplikasi ini. Semoga semakin banyak survei yang masuk keakunku. Terima kasih populix."
Elvin syahputra Nainggolan,5,2020-06-20 14:44:39,Aplikasi yang sangat di rekomendasikan bagi kalian yg memiliki waktu kosong tapi ga tau mau ngapain😁. Mengisi survey lalu dapat hadiah? Populix jawabannya☺️
Hanif Gaming,1,2020-06-20 14:24:42,"Sedikit cerita tentang kendala saya nih min, pas awal daftar trus isi study tu habis isi keluar sendiri trus gwe masuk ke apk lalu masuk study ternyata masih melanjutkan dan kejadian itu berulang kali, parahnya saat di finish study nya pun begitu dan studynya hilang, alhasil rewards poinnya gak ada. Tolong perbaiki dong min!!!!"
Febriary Prasetio,5,2020-06-20 07:35:31,Populix aplikasi survey yang bagus. Update terbarunya juga oke dengan menambahkan menu polling harian. Kalau kamu menyelesaikan 15/15 polling hariannya kamu bisa dapet studi yang tentunya ada rewardnya. So download sekarang juga. Sukses selalu buat POPULIX .
ridho jenkins,5,2020-06-20 02:39:28,aplikasi ter the best lah populix ini setiap minggu ngadain study yg menghasilkan uang. belum lagi study harian nya belum lagi giveaway di instagram. pasti ada setiap bulan. dari pertama kenal populix dari website sampai ada aplikasi nya sekarang. gk pernah mengecewakan lah pokoknya. sukses terus populix dan semakin berkembang dan berjaya.
Faisol Amir,5,2020-06-20 01:56:34,"Aplikasi super duper keren lah. . .ayoo buruan yang blm download cpet download,,aplikasi yang sangat berguna banget pokoknya seribu bintang. ."
Muhammad Iqbal,5,2020-06-19 22:47:14,"Aplikasi survei terbaik nih,cuman jawab survei langsung di bayar uang dan uangnya langsung di kirim ke saldo populix,tampilan mudah survei setiap minggu,memang populix doang aplikasi survei terbaik....ayuk kawan kawan wajib download dan rasakan gimana enaknya jawab survei di bayar..."
Ade Candra,5,2020-06-19 11:22:20,"Aplikasi Survei yang recommended banget, Cocok buat yang mau cuan dan ngisi waktu luang, Aplikasi simple dan user friendly , Mantap dahh ni aplikasi 😍"
Ade Candra Mahroja,5,2020-06-19 11:13:11,"Aplikasi survei yang bagus banget ,jika selesai mengisi survei akan dapat bonus saldo yang bisa ditarik ke rekening, Kelebihan lain Aplikasi nya User Friendly banget, Kalau bisa survei setiap hari , hehehehe"
Gugum Evo,5,2020-06-19 08:51:24,recomended banget nih app @populix buat kita ayoo daftarkan nomer rekening kamu dan tarik reward nya lumayan buat nambah uang hangout dan buat waktu luang jadi uang lohh
zulfa ulin,5,2020-06-19 08:22:39,"Aplikasi nya gampang bgt di gunakan, registrasinya jg gampang. Apalagi skrg udah di update ke versi terbaru jd seminggu sekali pasti dpt studi.... Suka bgt"
Alviyanti,5,2020-06-19 08:03:36,"Awalnya ragu sih sama aplikasi ginian yang biasanya nipu, setelah dicoba eh bagus juga nih apalagi setelah di-update makin makin keren dehh, bisa nambah pengetahuan plus penghasilan wqwq, dijamin ga nyesel deh kalo pake apk ini .."
Oppo A37,5,2020-06-19 06:28:26,"Kepada Yth yg buat aplikasi populix.aplikasi nya sangat bagus dan menarik untuk di download. Namun sedikit kritik dan saran dari saya, tlong uang nya di tngkatkan lgi.. Minimal 5k perminggu.agar pengguna nya makin bnyak. Kritik dan saran dari pengguna merupakan bentuk apresiasi agar aplikasi nya semakin maju. Amin"
REYNALDO ARDIANSYAH,5,2020-06-19 03:32:09,"Awalnya kurang percaya dengan aplikasi survey populix karena kebanyakan aplikasi survey yang ada tidak sesuai dengan yang diiklankan, tapi populix berbeda mereka memberikan studi setiap hari dengan masalah masalah masa kini yang tentunya up-to-date, populix adalah aplikasi survey dimana kita bisa mendapatkan uang beneran dari sana bukan fake, dengan aplikasi populix versi terbaru kita bisa mendapatkan uang setiap minggunya dengan rajin mengikuti polling harian di populix."
Intan Mei Diana,5,2020-06-19 02:28:30,"Terimakasih berkat populix bisa terbantu , hanya dengan isi studi atau survey2 mendapatkan saldo Sejauh ini saya sudah mendapatkan 50.000 Ayoo instal populix daripada kuota habis buat stalking mantan mending download aplikasi ini nih bisa buat tambahan beli data"
Tayuni 27,5,2020-06-19 02:00:15,"Semenjak kenal populix lumayan dapat membatu sekali buat nambah uang belanja dan jajan anak""ku, terimakasih populix semoga kedepannya banyak studi lagi dan sukses selalu 😍😘."
Ririn silaban,5,2020-06-19 01:56:41,"Aplikasi Populix nya mantap banget...... Selain menambah pengetahuan, bisa juga nambah uang jajan. Aplikasi ini ngak bikin ribet, cuma ngisi studi ehhh udh dapat uang, sering2 buat studi ya min 😁"
Resky Wahyuni,5,2020-06-19 01:34:34,"Aplikasi ini sangat membantu saya dalam mengumpulkan uang dan juga dapat menambah wawasan saya,awalnya saya hanya iseng menginstal aplikasi ini karena saya melihat iklannya yang tidak sengaja lewat pada salah satu situs web tapi semakin kesini keisengan saya sudah menjadi kesenangan apalagi setelah saya mengupgrade aplikasi ini saya semakin semangat untuk mengisi polling² setiap harinya,terimakasih buat populix🙏🏼 karena telah membuat aplikasi yang bermanfaat bagi banyak orang"
Rayes Sasmita,5,2020-06-19 01:22:17,"Aplikasi Millenial, yg mengEdukasi. Jadi bisa tambah Wawasan pengetahuan kita. Serta bisa kasih info2 pengalaman pribadi di sekitaran kita, plus bisa menghasilkan Tambahan Uang."
Devita Gunawan,5,2020-06-19 00:55:58,"Aplikasi yang sangat mudah dan menguntungkan baik penggunaannya maupun pemakaiannya. Tampilan juga simple, lucu, dan jelas banget. Recomended deh buat kalian yang gabut dirumah tapi pengen dapet rewards bisa ngisi polling harian dan mingguannya dong😍"
Lina Tan,5,2020-06-19 00:49:16,Awalnya saya tau Populix dari teman. Ku cobain download. Baru pertama kali isi perkenalan eh langsung dapat Reward 5.000. Wah seneng banget donk. Tapi setelah itu saya jarang dapatin studi kaya temen-temen yang lain. Mungkin karena beda kota kali ya. Sekalinya ada eh malah kuota penuh padahal sering cek terus. Beruntung sekarang ada studi mingguan dengan mengisi polling setiap hari. Semoga sering-sering dapat Studi dan dapat reward juga biar bisa ditarik. Kan lumayan bisa nambah uang jajan.
Indah Sari,5,2020-06-19 00:16:53,"Hari ini aku uda nyelesai tugas study aku dan dapatkan Rp. Thanks U populix benar benaran dapat. Aplikasi nya bagus, berita nya informasi nya pengetahuan nya update. Asik untuk mengisi survey atau opini di waktu senggang."
Arif Adi Mulya,5,2020-06-18 23:28:40,"Aplikasi yang cocok untuk nyari uang tambahan, cuman isi survey trus dapetin reward deh dan proses withdraw cepet ga perlu syarat apapun,, mantap populix, semoga terus lebih baik kedepannya dan lebih banyak studinya👌👌👌"
Puspa Arimbi,5,2020-06-18 23:17:18,"Aplikasi keren yg ngasih banyak info, selain itu bisa dapet uang dari ngisi survey juga. Keren"
Adrian arif,5,2020-06-18 23:03:40,"Aplikasi yang bagus, memberikan kemudahan dalam melihat respon/data pengguna sosmed terkait konten2 yang ditanyakan atau yang disukai, semoga lebih baik lagi kedepan dan trus berkembang!!!"
dwiana wulan,5,2020-06-18 22:54:35,"Aplikasi keren! Bisa menghasilkan uang di waktu luang dgn ikuti survey terkini. Banyak juga manfaat yg bisa didapat dari info2 menarik yg dibagikan oleh akun media sosialnya. Keep sharing the good things, Populix!"
Dede Lingga,5,2020-06-18 22:47:03,"Aplikasinya bagus banget,ngisi survey setiap harinya dan dapat reward setiap minggu.cocok banget buat yang mau dapetin uang tambahan.yang belum download aplikasinya buruan download deh 😊"
silvi silviani,5,2020-06-18 22:38:18,"Aplikasi yg sangat membantu untuk mendapatkan uang sampingan, aku kira bakalan rumit ternyata sangat sangat mudah apalagi sekarang setiap minggunya dapat studi, gak nyesel deh download populix, kerennnn bangettt, makasih populix"
Jarot Prakoso,5,2020-06-18 20:29:43,Populix aplikasi survey yang berbayar REALLL... no aplikasi scam.. yang penting main sabar nungguin surveynya !! Bila ingin mendapatkan hasilnya...
Eka Faramutia,5,2020-06-18 19:15:53,Populix bukan aplikasi bohong loch....aku udah membuktikan bisa dapat uang dengan mudah... Tarik uangnya pun mudah pokoknya aplikasi populix keren ...ga nyesel downlodnya
Muhammad Fahrozi Hasibuan,5,2020-06-18 19:14:51,"Salah satu aplikasi terbaik di playstore karena memberikan yang namanya pengalaman ""iseng iseng berhadiah"" 😁. Mengisi survey menarik dan mendapat imbalan NO TIPU TIPU. Harapan sih smoga kode studi lebih sering masuk😁. Makasih populix😊"
Anita Kharisma,5,2020-06-18 17:57:02,"Aplikasi bagus banget mengingat dulu kalau melakukan survei langsung dari rumah ke rumah,instansi ke instansi,orang per orang,dll tapi sekarang menjadi lebih mudah untuk mendapatkan hasil survey dan pastinya menguntungkan para penggunanya karena penggunanya beneran dikasih uang elektronik,no tipu-tipu. Saya pun mengajak teman-teman saya untuk bergabung merasakan keuntungannya bersama saya. Saya mengucapkan terimakasih kepada populix atas rewardnya. Nama akun populix: Anita Kharisma, ig: nottxxi_"
YS Channel,5,2020-06-18 17:44:18,"Luar biasa, simple dan mudah, banyak hadiah menanti kalian semua, thanks populix"
Tuti Alawiyah,5,2020-06-18 17:42:15,"Aplikasi buat mengisi kebosanan, tapi ada rewardnya. Aseli seru, nunggu satu minggu buat dapet rewardnya, ya ga sia-sia."
Rini Rosmayanti,5,2020-06-18 15:26:12,"Survey berbayar yang bagus banget karna bukan sekedar survey tp isi surveynya tentang update2 kejadian terkini,bagaimana kita menyikapi isu2 yg sdg berlangsung . ditambah lagi ada polling harian yg secara ga langsung bikin kita saling share info antar pengguna populix . di populix bisa cari tambahan dana sekaligus tambah informasi ."
Ahmad Faishol,5,2020-06-18 13:31:51,"Cukup suka dg populix krn surveynya tdk terlalu panjang dan mudah dipahami, dan tampilan aplikasinya pun enak dipandang, selain itu untuk penarikan rewardnya selain melalui bank juga bisa ditarik melalui e-wallet seperti ovo dan gopay yg tentunya hampir semua org memilikinya"
Yudi Yudi,5,2020-06-18 11:31:39,"Populix aplikasi survey yang sangat oke banget,rewardnya besar,dan gampang di tarik pula.keren banget deh pokonya. 😍😍😍"
Arman Arman,5,2020-06-18 11:28:38,"Aplikasi penghasil tambahan,hanya dengan isi survey harian kita akan dibayar.dan survey itu simpel banget loh :v Jadi buat teman-teman yang ingin mendapat penghasilan tambahan hanya modal kouta aja aku rekomen nih apk. Dan apk ini juga terbukti membayar,sumpah :) Kalian dapat menariknya lewat rekening atau e-walet.dan paling penting itu apk populix ini udah kerjasama dengan OJK jadi g usah takut kena scam atau penipuan yah...^,^"
Yunita Zidane,5,2020-06-18 09:37:22,"alhamdulilah banget dapet info ini dari ig @populix bermanfaat dan menghasilkan tanpa harus bergerilia ribet ribet .. populix ini smart banget mulai dari cara pendaftaran yang mudah,singkat,cepat,fleksibel dan yang paling penting itu gak bikin aku ribet . survei2 nya juga singkat singkat dan tepat,cepat,dan akurat mudah juga saya pahami. yang lebih bikin greget itu buat saya kode studi yang harus kita pantau terus kapan dia hadir hi seruu pokoknya gak hanya sampai disitu penukarannya pun mudah"
Arif Ardiansyah Official,5,2020-06-17 09:18:55,Sudah cukup bagus dan untuk study sih lumayan gampang tapi untuk saran aku sih kedepannya tolong dong lebih perbanyak lagi study nya kalo bisa mantap buat populix pokoknya :)
Xeon -T,5,2020-06-17 07:32:12,apk survey terbaik dan membayar.apk yg sangat aku rekomendasikan buat kalian yg ingin cari penghasilan tambahan dan juga apk ini sangat mudah untuk dimengerti cara mendapatkan rewardnya:)
feny fitriani,5,2020-06-17 07:05:03,"Aplikasi ini sangat bagus sekali, dapat dikerjakan disela"" kesibukan ataupun disaat waktu luang, juga sangat bermanfaat karena selain dapet ilmu kita jg dapet cuannya 😁 mudah""an kedepannya makin banyak ya studinya"
Retno Siswati,5,2020-06-16 20:25:04,Ayo kamu akan mendapatkan bonus poin isi survey setiap minggunya poin ya bisa kamu cairkan tukar ke uang aplikasi ini terbukti membayar 100% selamat memcoba di aplikasi POPULIX memang mantap😘👌👍👍👍
Martomu Silalahi,3,2020-06-16 08:02:47,"Saya tertarik dengan survey Populix karena baru mendaftar saja sudah dapat imbalan, semoga kedepannya semakin bagus."
jimbo jimbo,5,2020-06-16 07:16:19,"nyantai dan iseng sambil ngisi poling seru dan nambah ilmu dapet tambahan rejeki pula.. mantap bener.. kalo ngeluh karna gak adanya study.. berfikir positif. study = uang, uang => pendana. pendana = sponsor. so jika belom ada study berarti belom ada nya sponsor yg mendanai.. jadi kita harus sabar dan ikut ber""iklan"" juga jgn lupa bintang 5nya. semakin baik rating nya semakin banyak sponsor yg tertarik. semakin banyak sponsor semakin banyak study.. so lets go rate this aplication"
Alfina Shabrin,5,2020-06-16 03:32:26,Ngisi survey bisa dapet duit ya cuman Populix dong😍✨ aplikasinya mudah dipahami bgt. Apalagi sekarang #dirumahaja itung-itung buat nambahin cuan hehe. Syukaaakkk bgt sama Populix!
L I S K,5,2020-06-15 12:05:58,Modal jari dapat duit.. dimana lagi dapat aplikasi sebagus ini.. tapi saran saya untuk update studi kalau bisa ada notifikasinya.. tapi sejauh ini mantap ni aplikasi!!
my thebora merry christmas,5,2020-06-15 12:02:59,Aplikasi yang bagus dan top. Terima kasih populix membantu mengisi waktu luangku dengan mengisi survei yang bermanfaat.
May Thebora,5,2020-06-15 11:59:30,Aplikasi yang TOP bangettt ikut survei Dan bisa dapet Uang jajan.buat Aku seorang IRT Sangat membantu mengisi waktu luang ketika Bersantai.
Becty Suryani,5,2020-06-15 10:01:17,"Ini Aplikasi sangat bagus sekali, recomended buat kalian yg punya waktu luang dan bisa nghasilin rupiah ..aku udah bbrp x tarik ke rek Bank💗💗 .. Love bgt sm aplikasi ini smp ak bikin alarm di settingan Hp ku😍😍"
Arif Luthfi,5,2020-06-15 09:54:24,"Semenjak update Populix yang terbaru, akhirnya dapet reward mingguan dari polling walaupun suka ketinggalan isi studi umumnya dan rajin ikutan polling setiap harinya. Thanks, populix!"
Paijo Payah,5,2020-06-14 10:25:03,"Top lah aplikasinya,saya sudah membuktikan penarikan dana gak butuh waktu lama,sekejap langsung cair...coba kalo ada poin refferalnya,makin top dah"
NIKITA CHANEL,5,2020-06-07 23:01:34,"Aplikasi yg sangat bagus.cocok menambah uang saku tanpa meminta kepada orang tua. Kalau boleh saran,survei barunya jangan lama""munculnya ya,supaya kita semua bersemangat mendownload dan menggunakan aplikasi ini.terimakasih banyak 😇"
Dwi S. Wibowo,5,2020-06-06 14:29:07,"Aplikasi bagus, iseng iseng bisa dapet uang.. Juga bisa dapet informasi.. Saya sudah 4x tarik dana,, total lebih dari 200ribu.. Mantap"
windra andar,1,2020-06-03 13:12:05,"Anda bilang kemaren untuk update selanjutnya poling Akan berbayar tapi nyata apa ?? Setiap Hari mengisi poling tapi dalam 1 bulan belum tentu Ada survey saya tahu poling tersebut adalah salah satu survey Yg anda manfaat kan dengan demikian anda mendapt pendapt Dari orng orng secara gratis, dasarrrrr"
Sara Letde,4,2020-06-02 21:59:42,Saya sudah gunakan aplikasi ini udah sebulan tapi baru dapat satu survei. Kalau bisa tambah survei dong
alfan vangeance,1,2020-05-13 10:26:03,"Min masa sih saya udah pake apk ini sebulan tapi cuma dapat 1x survei setah itu belum pernah lagi,, tolong lah gimana mau ngasilin surveinya aja ga ada.."
